claim_id,claim_open_date,claim_close_date,date_key_open,date_key_close,customer_id,product_id,supplier_id,root_cause_id,location_id,claim_status,severity_level,cost_impact_usd,quantity_affected,days_to_close,recurrence_flag,claim_type,inspection_stage,defect_code,detected_by,business_unit
CLM002409,2024-05-25,2024-06-15,20240525,20240615,CUST008,PROD021,SUP012,RC001,LOC003,Closed,Medium,1000.0,20,21,1,Customer Claim,Incoming,D001,Audit,Supply Chain
CLM002410,2024-06-30,,20240630,,CUST046,PROD017,SUP018,RC011,LOC003,Open,Medium,1000.0,26,,0,Internal Event,Customer Site,D010,Customer,Industrial
CLM002411,2025-04-26,2025-05-04,20250426,20250504,CUST002,PROD019,SUP002,RC002,LOC007,Closed,Low,345.26,18,8,1,Customer Claim,Customer Site,D014,System,Industrial
CLM002412,2025-12-08,,20251208,,CUST025,PROD018,SUP010,RC002,LOC006,Pending,Low,419.39,21,,1,Customer Claim,Final Inspection,D005,System,Industrial
CLM002413,2026-01-09,2026-01-11,20260109,20260111,CUST054,PROD017,SUP003,RC004,LOC004,Closed,Low,1255.51,25,2,1,Customer Claim,Process,D013,Customer,Industrial
CLM002414,2024-02-01,,20240201,,CUST045,PROD004,SUP014,RC001,LOC004,In Analysis,High,5737.16,21,,1,Supplier Claim,Final Inspection,D003,Inspection,Supply Chain
CLM002415,2023-05-06,,20230506,,CUST021,PROD006,SUP016,RC004,LOC008,Pending,High,5000.0,21,,0,Customer Claim,Process,D016,Inspection,Supply Chain
CLM002416,2023-07-30,2023-09-04,20230730,20230904,CUST039,PROD017,SUP007,RC005,LOC005,Closed,Medium,2245.4,23,36,0,Customer Claim,Customer Site,D008,Inspection,Operations
CLM002417,2025-08-14,2025-11-03,20250814,20251103,CUST020,PROD018,SUP007,RC011,LOC002,Closed,Critical,120000.0,16,81,0,Customer Claim,Process,D018,Customer,Industrial
CLM002418,2026-12-25,,20261225,,CUST049,PROD009,SUP005,RC009,LOC008,In Analysis,High,5826.02,17,,0,Customer Claim,Logistics,D002,Inspection,Industrial
CLM002419,2026-11-10,,20261110,,CUST027,PROD002,SUP005,RC003,LOC003,Open,Medium,3298.25,21,,0,Internal Event,Incoming,D006,Customer,Supply Chain
CLM002420,2026-07-07,2026-07-26,20260707,20260726,CUST053,PROD007,SUP001,RC008,LOC004,Closed,Medium,1616.42,20,19,0,Customer Claim,Logistics,D005,Customer,Operations
CLM002421,2025-03-10,2025-03-11,20250310,20250311,CUST053,PROD006,SUP015,RC006,LOC001,Closed,Low,575.94,21,1,1,Customer Claim,Final Inspection,D006,Audit,Supply Chain
CLM002422,2025-12-22,2026-04-18,20251222,20260418,CUST029,PROD023,SUP010,RC008,LOC008,Closed,High,10562.32,13,117,0,Customer Claim,Logistics,D018,Audit,Industrial
CLM002423,2023-06-19,2023-07-02,20230619,20230702,CUST032,PROD023,SUP010,RC007,LOC006,Closed,Low,2032.01,17,13,0,Internal Event,Incoming,D003,Inspection,Operations
CLM002424,2026-11-24,2026-12-06,20261124,20261206,CUST024,PROD024,SUP004,RC011,LOC001,Closed,Medium,5417.53,18,12,0,Internal Event,Process,D013,Audit,Supply Chain
CLM002425,2024-05-02,2024-06-15,20240502,20240615,CUST060,PROD020,SUP017,RC010,LOC002,Closed,Medium,8000.0,21,44,1,Internal Event,Customer Site,D011,Inspection,Industrial
CLM002426,2025-02-27,2025-03-12,20250227,20250312,CUST029,PROD019,SUP003,RC005,LOC005,Closed,Low,2835.02,28,13,0,Customer Claim,Incoming,D012,Operator,Industrial
CLM002427,2026-02-19,2026-03-30,20260219,20260330,CUST029,PROD025,SUP010,RC003,LOC002,Closed,Medium,4721.97,18,39,1,Supplier Claim,Process,D010,Operator,Supply Chain
CLM002428,2023-10-24,2023-10-28,20231024,20231028,CUST049,PROD015,SUP008,RC006,LOC008,Closed,Low,197.73,16,4,1,Supplier Claim,Customer Site,D017,Inspection,Supply Chain
CLM002429,2026-07-26,,20260726,,CUST052,PROD016,SUP016,RC006,LOC001,In Analysis,Medium,1455.08,17,,1,Internal Event,Final Inspection,D016,Operator,Industrial
CLM002430,2026-06-21,,20260621,,CUST003,PROD025,SUP016,RC012,LOC004,Open,High,17890.92,18,,1,Customer Claim,Final Inspection,D013,Operator,Industrial
CLM002431,2023-04-25,,20230425,,CUST055,PROD019,SUP008,RC002,LOC002,Pending,Low,707.72,22,,1,Customer Claim,Process,D002,System,Operations
CLM002432,2023-10-19,2023-10-21,20231019,20231021,CUST040,PROD022,SUP003,RC009,LOC002,Closed,Low,355.61,13,2,0,Customer Claim,Logistics,D010,Inspection,Supply Chain
CLM002433,2024-02-06,,20240206,,CUST030,PROD008,SUP010,RC007,LOC003,In Analysis,Low,2667.06,26,,0,Customer Claim,Incoming,D016,Customer,Industrial
CLM002434,2025-02-15,2025-03-19,20250215,20250319,CUST027,PROD015,SUP010,RC003,LOC005,Closed,Medium,8000.0,17,32,0,Supplier Claim,Process,D001,Customer,Operations
CLM002435,2023-02-01,2023-02-15,20230201,20230215,CUST029,PROD010,SUP009,RC006,LOC006,Closed,Low,5140.25,26,14,1,Customer Claim,Incoming,D017,Inspection,Supply Chain
CLM002436,2026-08-15,,20260815,,CUST022,PROD023,SUP013,RC004,LOC004,In Analysis,Medium,3395.73,14,,1,Customer Claim,Process,D009,Customer,Operations
CLM002437,2024-08-17,2024-08-26,20240817,20240826,CUST022,PROD008,SUP005,RC003,LOC001,Closed,Low,100.0,20,9,0,Customer Claim,Incoming,D004,Operator,Supply Chain
CLM002438,2026-09-01,2026-12-18,20260901,20261218,CUST019,PROD006,SUP016,RC011,LOC008,Closed,High,25000.0,23,108,0,Customer Claim,Customer Site,D020,Inspection,Industrial
CLM002439,2024-04-01,2024-04-11,20240401,20240411,CUST052,PROD019,SUP012,RC011,LOC001,Closed,Low,1320.15,15,10,0,Customer Claim,Incoming,D006,Audit,Industrial
CLM002440,2024-09-26,2024-10-19,20240926,20241019,CUST007,PROD017,SUP013,RC006,LOC007,Closed,Medium,6142.87,15,23,1,Customer Claim,Incoming,D017,Customer,Operations
CLM002441,2024-04-01,2024-07-17,20240401,20240717,CUST005,PROD004,SUP007,RC001,LOC002,Closed,High,21772.44,19,107,0,Customer Claim,Process,D006,System,Operations
CLM002442,2024-11-07,2025-03-05,20241107,20250305,CUST047,PROD014,SUP010,RC011,LOC005,Closed,High,5000.0,19,118,0,Customer Claim,Process,D006,Audit,Supply Chain
CLM002443,2024-02-11,2024-03-19,20240211,20240319,CUST039,PROD004,SUP003,RC004,LOC008,Closed,Medium,2486.57,20,37,0,Internal Event,Process,D008,Inspection,Supply Chain
CLM002444,2024-06-08,2024-06-28,20240608,20240628,CUST056,PROD001,SUP012,RC009,LOC006,Closed,High,5164.25,24,20,0,Internal Event,Logistics,D011,Customer,Supply Chain
CLM002445,2024-01-11,2024-04-21,20240111,20240421,CUST028,PROD020,SUP004,RC004,LOC004,Closed,High,19799.85,27,101,0,Customer Claim,Process,D016,Inspection,Industrial
CLM002446,2025-02-28,2025-03-07,20250228,20250307,CUST047,PROD018,SUP002,RC011,LOC003,Closed,Medium,2878.42,14,7,1,Customer Claim,Final Inspection,D004,Operator,Industrial
CLM002447,2024-05-12,2024-05-17,20240512,20240517,CUST008,PROD012,SUP008,RC006,LOC005,Closed,Low,252.75,14,5,1,Customer Claim,Final Inspection,D018,Inspection,Industrial
CLM002448,2026-02-03,,20260203,,CUST034,PROD013,SUP017,RC005,LOC006,Pending,Low,100.0,25,,0,Internal Event,Process,D013,Inspection,Supply Chain
CLM002449,2023-11-07,2023-11-08,20231107,20231108,CUST051,PROD018,SUP016,RC006,LOC006,Closed,Low,389.99,13,1,0,Customer Claim,Final Inspection,D018,Inspection,Operations
CLM002450,2026-03-10,2026-04-12,20260310,20260412,CUST028,PROD015,SUP001,RC004,LOC004,Closed,Medium,4374.79,14,33,1,Customer Claim,Process,D007,Inspection,Industrial
CLM002451,2024-01-25,2024-04-17,20240125,20240417,CUST042,PROD013,SUP011,RC006,LOC002,Closed,Critical,20000.0,20,83,0,Customer Claim,Customer Site,D008,Operator,Industrial
CLM002452,2025-06-01,2025-06-14,20250601,20250614,CUST036,PROD012,SUP004,RC001,LOC005,Closed,Low,220.36,9,13,0,Supplier Claim,Process,D001,System,Operations
CLM002453,2023-11-18,,20231118,,CUST029,PROD009,SUP007,RC012,LOC002,Open,High,8049.04,23,,1,Internal Event,Customer Site,D004,Inspection,Operations
CLM002454,2024-05-21,2024-07-14,20240521,20240714,CUST006,PROD001,SUP011,RC001,LOC005,Closed,High,8185.76,19,54,0,Customer Claim,Customer Site,D012,Operator,Operations
CLM002455,2024-02-09,2024-03-06,20240209,20240306,CUST027,PROD017,SUP007,RC001,LOC002,Closed,Medium,1005.2,24,26,0,Customer Claim,Incoming,D019,System,Supply Chain
CLM002456,2025-03-24,2025-07-03,20250324,20250703,CUST020,PROD008,SUP006,RC011,LOC002,Closed,High,5000.0,16,101,0,Customer Claim,Incoming,D009,Customer,Supply Chain
CLM002457,2025-04-18,,20250418,,CUST059,PROD011,SUP016,RC002,LOC002,In Analysis,Low,416.98,18,,0,Internal Event,Final Inspection,D011,Audit,Operations
CLM002458,2023-10-31,2023-11-12,20231031,20231112,CUST015,PROD001,SUP005,RC009,LOC003,Closed,Medium,3682.21,21,12,0,Internal Event,Logistics,D018,System,Operations
CLM002459,2025-02-08,,20250208,,CUST016,PROD022,SUP011,RC009,LOC005,In Analysis,Medium,2596.51,26,,0,Customer Claim,Customer Site,D003,Operator,Supply Chain
CLM002460,2025-03-29,2025-04-03,20250329,20250403,CUST058,PROD023,SUP009,RC003,LOC005,Closed,Low,1453.91,21,5,1,Internal Event,Incoming,D003,Operator,Operations
CLM002461,2024-08-01,2024-10-18,20240801,20241018,CUST016,PROD004,SUP004,RC002,LOC007,Closed,High,13930.39,17,78,1,Customer Claim,Process,D010,System,Industrial
CLM002462,2026-01-16,2026-04-11,20260116,20260411,CUST045,PROD017,SUP005,RC003,LOC008,Closed,High,19052.03,20,85,0,Internal Event,Incoming,D016,Customer,Operations
CLM002463,2023-11-23,2023-12-25,20231123,20231225,CUST033,PROD007,SUP003,RC009,LOC001,Closed,Medium,8000.0,20,32,0,Customer Claim,Logistics,D018,Customer,Operations
CLM002464,2024-09-23,,20240923,,CUST059,PROD014,SUP006,RC002,LOC004,Pending,Medium,3300.6,21,,0,Internal Event,Final Inspection,D007,Audit,Industrial
CLM002465,2026-03-16,2026-04-02,20260316,20260402,CUST015,PROD009,SUP010,RC012,LOC004,Closed,Medium,8000.0,24,17,0,Internal Event,Process,D018,Operator,Supply Chain
CLM002466,2024-08-08,2024-08-22,20240808,20240822,CUST011,PROD016,SUP010,RC007,LOC002,Closed,Low,194.87,24,14,0,Supplier Claim,Incoming,D009,Customer,Supply Chain
CLM002467,2024-12-29,2025-01-05,20241229,20250105,CUST033,PROD009,SUP005,RC005,LOC004,Closed,Medium,8000.0,27,7,0,Internal Event,Customer Site,D003,System,Supply Chain
CLM002468,2026-05-20,2026-05-30,20260520,20260530,CUST015,PROD016,SUP003,RC001,LOC007,Closed,Low,322.2,22,10,0,Internal Event,Final Inspection,D012,Audit,Industrial
CLM002469,2023-01-01,2023-01-12,20230101,20230112,CUST022,PROD015,SUP009,RC002,LOC004,Closed,Low,1500.0,22,11,0,Supplier Claim,Incoming,D007,System,Industrial
CLM002470,2023-09-10,2023-12-22,20230910,20231222,CUST001,PROD025,SUP005,RC010,LOC001,Closed,High,25000.0,23,103,0,Customer Claim,Process,D004,Inspection,Supply Chain
CLM002471,2024-01-31,2024-02-14,20240131,20240214,CUST060,PROD023,SUP015,RC010,LOC003,Closed,Low,855.41,20,14,0,Customer Claim,Process,D003,Customer,Industrial
CLM002472,2023-09-06,2023-09-07,20230906,20230907,CUST057,PROD020,SUP012,RC001,LOC007,Closed,Low,316.28,20,1,0,Internal Event,Final Inspection,D005,Inspection,Supply Chain
CLM002473,2026-11-12,2026-11-14,20261112,20261114,CUST020,PROD005,SUP016,RC004,LOC006,Closed,Low,280.27,16,2,0,Customer Claim,Process,D010,Audit,Industrial
CLM002474,2024-04-11,2024-05-08,20240411,20240508,CUST026,PROD016,SUP016,RC010,LOC003,Closed,Medium,1032.49,21,27,0,Supplier Claim,Process,D012,Audit,Supply Chain
CLM002475,2023-10-03,2024-04-20,20231003,20240420,CUST018,PROD005,SUP010,RC001,LOC007,Closed,Critical,120000.0,26,200,0,Customer Claim,Process,D018,System,Industrial
CLM002476,2026-11-27,,20261127,,CUST060,PROD021,SUP016,RC008,LOC008,Open,Medium,5075.83,22,,1,Customer Claim,Logistics,D015,Operator,Operations
CLM002477,2024-03-25,2024-03-30,20240325,20240330,CUST024,PROD007,SUP018,RC007,LOC006,Closed,Low,451.84,11,5,1,Supplier Claim,Customer Site,D017,Audit,Supply Chain
CLM002478,2025-06-14,2025-06-24,20250614,20250624,CUST054,PROD013,SUP014,RC004,LOC006,Closed,Low,1104.55,25,10,0,Customer Claim,Process,D008,Customer,Industrial
CLM002479,2025-09-17,,20250917,,CUST058,PROD015,SUP005,RC009,LOC006,Open,Medium,8000.0,13,,0,Supplier Claim,Customer Site,D011,Customer,Supply Chain
CLM002480,2026-09-24,2026-10-28,20260924,20261028,CUST024,PROD001,SUP002,RC004,LOC004,Closed,Medium,5341.56,28,34,0,Internal Event,Process,D007,Inspection,Supply Chain
CLM002481,2024-07-19,,20240719,,CUST043,PROD009,SUP016,RC010,LOC005,Open,Medium,5098.29,15,,0,Supplier Claim,Final Inspection,D009,Audit,Industrial
CLM002482,2024-07-17,2024-08-31,20240717,20240831,CUST039,PROD013,SUP009,RC008,LOC008,Closed,Medium,2922.68,19,45,0,Customer Claim,Customer Site,D013,Operator,Industrial
CLM002483,2024-04-27,,20240427,,CUST024,PROD007,SUP015,RC010,LOC007,In Analysis,Low,496.37,26,,1,Customer Claim,Final Inspection,D017,Inspection,Supply Chain
CLM002484,2024-09-25,2024-10-28,20240925,20241028,CUST045,PROD008,SUP005,RC003,LOC006,Closed,Medium,8000.0,12,33,1,Customer Claim,Incoming,D008,Operator,Industrial
CLM002485,2025-04-09,2025-04-16,20250409,20250416,CUST028,PROD022,SUP015,RC002,LOC005,Closed,Low,519.87,24,7,0,Customer Claim,Customer Site,D019,System,Supply Chain
CLM002486,2024-09-15,2024-09-28,20240915,20240928,CUST028,PROD017,SUP002,RC001,LOC007,Closed,Low,557.73,15,13,0,Customer Claim,Final Inspection,D008,Audit,Supply Chain
CLM002487,2023-07-30,2023-08-01,20230730,20230801,CUST001,PROD009,SUP003,RC005,LOC003,Closed,Low,224.96,26,2,0,Supplier Claim,Customer Site,D002,Customer,Industrial
CLM002488,2023-09-24,2023-12-23,20230924,20231223,CUST017,PROD025,SUP002,RC008,LOC005,Closed,High,71701.57,27,90,0,Internal Event,Logistics,D009,Customer,Supply Chain
CLM002489,2024-12-16,2024-12-21,20241216,20241221,CUST015,PROD006,SUP013,RC006,LOC003,Closed,Low,469.23,25,5,0,Customer Claim,Final Inspection,D002,Operator,Industrial
CLM002490,2024-05-10,2024-05-12,20240510,20240512,CUST059,PROD017,SUP007,RC004,LOC006,Closed,Low,220.08,16,2,0,Internal Event,Process,D013,Customer,Operations
CLM002491,2023-07-11,2023-08-04,20230711,20230804,CUST039,PROD013,SUP010,RC004,LOC008,Closed,High,5000.0,17,24,0,Customer Claim,Process,D001,Inspection,Operations
CLM002492,2024-03-13,2024-08-05,20240313,20240805,CUST040,PROD017,SUP006,RC012,LOC008,Closed,Critical,120000.0,19,145,1,Customer Claim,Final Inspection,D012,Inspection,Operations
CLM002493,2026-03-07,2026-04-04,20260307,20260404,CUST033,PROD014,SUP004,RC005,LOC001,Closed,High,9467.81,23,28,0,Internal Event,Incoming,D020,Operator,Industrial
CLM002494,2023-10-07,2024-02-25,20231007,20240225,CUST001,PROD005,SUP006,RC004,LOC008,Closed,Critical,24509.42,15,141,1,Internal Event,Process,D004,Audit,Operations
CLM002495,2024-12-19,2024-12-31,20241219,20241231,CUST044,PROD020,SUP005,RC005,LOC007,Closed,Medium,2035.69,21,12,0,Customer Claim,Customer Site,D019,Inspection,Operations
CLM002496,2026-10-09,,20261009,,CUST003,PROD003,SUP006,RC007,LOC005,In Analysis,Medium,2236.31,22,,0,Internal Event,Incoming,D019,Audit,Operations
CLM002497,2024-11-04,,20241104,,CUST035,PROD011,SUP010,RC006,LOC003,Open,Low,567.02,22,,0,Internal Event,Process,D010,System,Operations
CLM002498,2025-08-31,2025-10-14,20250831,20251014,CUST027,PROD014,SUP006,RC006,LOC002,Closed,Medium,5011.88,23,44,0,Customer Claim,Customer Site,D018,Customer,Industrial
CLM002499,2023-12-29,2024-01-09,20231229,20240109,CUST049,PROD021,SUP015,RC007,LOC008,Closed,Low,140.81,19,11,0,Customer Claim,Incoming,D002,System,Industrial
CLM002500,2026-12-15,2026-12-17,20261215,20261217,CUST039,PROD007,SUP005,RC001,LOC004,Closed,Low,163.75,16,2,1,Customer Claim,Final Inspection,D011,Operator,Industrial
CLM002501,2025-03-19,2025-03-26,20250319,20250326,CUST041,PROD015,SUP010,RC001,LOC004,Closed,Low,872.67,23,7,0,Customer Claim,Process,D001,System,Supply Chain
CLM002502,2026-04-26,,20260426,,CUST034,PROD002,SUP014,RC011,LOC007,In Analysis,High,5000.0,14,,1,Customer Claim,Final Inspection,D008,Customer,Supply Chain
CLM002503,2023-04-13,2023-04-22,20230413,20230422,CUST022,PROD009,SUP003,RC001,LOC002,Closed,Low,1124.94,19,9,1,Supplier Claim,Customer Site,D012,System,Industrial
CLM002504,2023-06-11,2023-06-22,20230611,20230622,CUST052,PROD008,SUP011,RC009,LOC005,Closed,Low,566.73,16,11,1,Customer Claim,Customer Site,D009,Operator,Supply Chain
CLM002505,2026-10-02,2026-12-31,20261002,20261231,CUST020,PROD024,SUP001,RC005,LOC008,Closed,High,17292.77,13,90,0,Customer Claim,Final Inspection,D020,System,Supply Chain
CLM002506,2026-06-01,2026-06-21,20260601,20260621,CUST046,PROD018,SUP017,RC009,LOC007,Closed,Medium,1000.0,17,20,0,Customer Claim,Logistics,D013,Customer,Operations
CLM002507,2023-12-15,2023-12-23,20231215,20231223,CUST035,PROD010,SUP015,RC008,LOC001,Closed,Low,365.09,20,8,0,Supplier Claim,Customer Site,D010,Operator,Supply Chain
CLM002508,2026-03-11,,20260311,,CUST034,PROD008,SUP004,RC004,LOC006,Pending,Medium,8000.0,20,,0,Internal Event,Process,D020,Inspection,Operations
CLM002509,2023-11-09,,20231109,,CUST039,PROD022,SUP012,RC006,LOC005,In Analysis,Critical,20000.0,24,,1,Customer Claim,Final Inspection,D010,Inspection,Supply Chain
CLM002510,2024-09-02,2024-09-16,20240902,20240916,CUST011,PROD001,SUP007,RC005,LOC001,Closed,Medium,1753.36,23,14,0,Customer Claim,Customer Site,D004,System,Supply Chain
CLM002511,2023-02-11,,20230211,,CUST008,PROD006,SUP002,RC012,LOC005,Open,Medium,1013.52,17,,0,Internal Event,Process,D001,Customer,Supply Chain
CLM002512,2026-04-06,2026-04-18,20260406,20260418,CUST059,PROD020,SUP009,RC002,LOC005,Closed,Low,119.79,20,12,0,Customer Claim,Process,D011,System,Operations
CLM002513,2023-03-08,,20230308,,CUST012,PROD012,SUP014,RC010,LOC005,Open,Medium,7031.74,14,,0,Customer Claim,Process,D002,Customer,Operations
CLM002514,2026-08-14,2026-08-16,20260814,20260816,CUST042,PROD004,SUP010,RC002,LOC001,Closed,Low,219.74,13,2,0,Customer Claim,Incoming,D005,Audit,Supply Chain
CLM002515,2026-10-21,2026-11-13,20261021,20261113,CUST020,PROD023,SUP005,RC003,LOC008,Closed,High,5000.0,22,23,1,Supplier Claim,Logistics,D013,Operator,Operations
CLM002516,2026-05-10,2026-06-21,20260510,20260621,CUST035,PROD013,SUP003,RC009,LOC008,Closed,Medium,1465.24,25,42,0,Internal Event,Customer Site,D014,Customer,Supply Chain
CLM002517,2024-03-09,2024-03-17,20240309,20240317,CUST052,PROD008,SUP012,RC010,LOC004,Closed,Medium,7763.91,27,8,0,Customer Claim,Incoming,D004,Audit,Supply Chain
CLM002518,2023-05-23,2023-06-29,20230523,20230629,CUST047,PROD001,SUP002,RC008,LOC003,Closed,Medium,7297.44,17,37,0,Customer Claim,Logistics,D019,Operator,Industrial
CLM002519,2026-10-21,,20261021,,CUST005,PROD023,SUP012,RC001,LOC008,Canceled,Critical,20000.0,20,,0,Customer Claim,Customer Site,D020,Operator,Operations
CLM002520,2026-07-02,2026-07-06,20260702,20260706,CUST019,PROD007,SUP010,RC007,LOC004,Closed,Low,622.11,23,4,0,Supplier Claim,Incoming,D015,Customer,Operations
CLM002521,2024-05-12,,20240512,,CUST022,PROD015,SUP005,RC002,LOC001,Open,Medium,3755.83,22,,1,Internal Event,Customer Site,D017,System,Supply Chain
CLM002522,2026-10-10,2026-10-23,20261010,20261023,CUST023,PROD001,SUP006,RC003,LOC001,Closed,Low,1432.01,25,13,0,Supplier Claim,Incoming,D004,Inspection,Industrial
CLM002523,2026-04-13,2026-04-27,20260413,20260427,CUST037,PROD008,SUP010,RC010,LOC007,Closed,Low,289.84,25,14,0,Internal Event,Process,D008,Customer,Supply Chain
CLM002524,2023-06-05,2023-06-07,20230605,20230607,CUST032,PROD010,SUP018,RC011,LOC006,Closed,Low,3436.12,18,2,0,Internal Event,Process,D016,Customer,Supply Chain
CLM002525,2025-09-30,,20250930,,CUST001,PROD013,SUP006,RC006,LOC001,Pending,Low,537.12,16,,0,Customer Claim,Process,D009,Customer,Operations
CLM002526,2026-06-27,2026-08-10,20260627,20260810,CUST012,PROD011,SUP011,RC001,LOC004,Closed,Medium,2759.58,33,44,0,Internal Event,Process,D005,Inspection,Industrial
CLM002527,2023-02-27,2023-04-06,20230227,20230406,CUST012,PROD004,SUP004,RC008,LOC007,Closed,Medium,5941.27,16,38,1,Internal Event,Customer Site,D018,Inspection,Industrial
CLM002528,2026-12-12,2026-12-17,20261212,20261217,CUST044,PROD016,SUP003,RC008,LOC002,Closed,Low,304.72,18,5,0,Customer Claim,Logistics,D019,Operator,Supply Chain
CLM002529,2023-09-30,2023-11-03,20230930,20231103,CUST009,PROD015,SUP018,RC003,LOC006,Closed,High,12125.11,11,34,0,Customer Claim,Incoming,D019,Inspection,Supply Chain
CLM002530,2026-11-15,2026-11-19,20261115,20261119,CUST060,PROD019,SUP009,RC007,LOC002,Closed,Low,900.82,20,4,0,Supplier Claim,Final Inspection,D008,Customer,Industrial
CLM002531,2025-05-28,2025-06-16,20250528,20250616,CUST015,PROD021,SUP003,RC007,LOC002,Closed,Medium,8000.0,16,19,1,Internal Event,Incoming,D006,Inspection,Operations
CLM002532,2025-07-27,2025-11-24,20250727,20251124,CUST018,PROD004,SUP003,RC012,LOC003,Closed,High,5000.0,23,120,1,Customer Claim,Final Inspection,D004,Inspection,Supply Chain
CLM002533,2023-07-30,2023-08-13,20230730,20230813,CUST004,PROD007,SUP011,RC009,LOC007,Closed,Low,388.04,18,14,0,Customer Claim,Logistics,D004,Audit,Industrial
CLM002534,2024-11-27,2024-11-28,20241127,20241128,CUST029,PROD017,SUP004,RC005,LOC002,Closed,Low,462.32,27,1,0,Internal Event,Incoming,D002,Operator,Supply Chain
CLM002535,2023-03-11,2023-03-31,20230311,20230331,CUST048,PROD007,SUP008,RC007,LOC006,Closed,Medium,5697.5,19,20,0,Customer Claim,Incoming,D015,Inspection,Supply Chain
CLM002536,2024-10-17,2024-10-27,20241017,20241027,CUST060,PROD019,SUP005,RC006,LOC001,Closed,Low,270.55,28,10,1,Customer Claim,Process,D003,Inspection,Operations
CLM002537,2023-03-27,2023-04-26,20230327,20230426,CUST055,PROD023,SUP006,RC003,LOC007,Closed,Medium,1137.65,22,30,0,Internal Event,Incoming,D002,Operator,Industrial
CLM002538,2025-12-05,,20251205,,CUST013,PROD013,SUP008,RC001,LOC007,Open,Low,100.0,19,,0,Customer Claim,Incoming,D004,Audit,Industrial
CLM002539,2024-02-10,2024-02-23,20240210,20240223,CUST032,PROD014,SUP014,RC002,LOC002,Closed,Low,1406.4,14,13,1,Internal Event,Process,D008,Inspection,Industrial
CLM002540,2025-12-04,2025-12-15,20251204,20251215,CUST052,PROD016,SUP005,RC011,LOC001,Closed,Low,183.52,17,11,0,Customer Claim,Process,D020,Customer,Operations
CLM002541,2025-08-16,2025-08-23,20250816,20250823,CUST021,PROD022,SUP004,RC006,LOC001,Closed,Low,318.53,16,7,0,Customer Claim,Process,D020,Inspection,Operations
CLM002542,2024-12-17,2024-12-29,20241217,20241229,CUST008,PROD024,SUP009,RC003,LOC005,Closed,Low,620.95,15,12,0,Internal Event,Incoming,D013,Inspection,Industrial
CLM002543,2024-09-09,2024-09-28,20240909,20240928,CUST032,PROD006,SUP012,RC010,LOC007,Closed,Medium,3755.92,23,19,0,Customer Claim,Process,D010,Customer,Supply Chain
CLM002544,2023-09-06,2023-09-12,20230906,20230912,CUST031,PROD014,SUP013,RC002,LOC007,Closed,Low,125.04,19,6,1,Supplier Claim,Process,D004,Inspection,Operations
CLM002545,2024-06-24,2024-10-22,20240624,20241022,CUST049,PROD002,SUP014,RC002,LOC007,Closed,High,18504.1,22,120,0,Customer Claim,Customer Site,D017,System,Supply Chain
CLM002546,2023-07-01,2023-07-10,20230701,20230710,CUST019,PROD011,SUP011,RC002,LOC006,Closed,Medium,4572.9,21,9,1,Customer Claim,Incoming,D014,Audit,Supply Chain
CLM002547,2024-09-01,2024-10-06,20240901,20241006,CUST057,PROD009,SUP001,RC009,LOC001,Closed,Critical,120000.0,17,35,1,Customer Claim,Logistics,D011,Inspection,Operations
CLM002548,2026-02-23,2026-03-06,20260223,20260306,CUST002,PROD003,SUP016,RC001,LOC001,Closed,Low,100.0,21,11,0,Internal Event,Customer Site,D009,System,Operations
CLM002549,2026-04-09,2026-04-17,20260409,20260417,CUST046,PROD023,SUP016,RC009,LOC004,Closed,Low,666.81,20,8,0,Internal Event,Logistics,D001,Inspection,Industrial
CLM002550,2024-04-11,2024-04-15,20240411,20240415,CUST017,PROD024,SUP016,RC002,LOC001,Closed,Low,531.36,16,4,0,Customer Claim,Process,D014,System,Operations
CLM002551,2025-12-30,,20251230,,CUST026,PROD002,SUP005,RC003,LOC007,Pending,Low,100.0,9,,0,Supplier Claim,Final Inspection,D005,System,Industrial
CLM002552,2026-11-14,2026-11-30,20261114,20261130,CUST014,PROD025,SUP013,RC012,LOC001,Closed,Medium,1590.84,26,16,1,Customer Claim,Customer Site,D006,Inspection,Supply Chain
CLM002553,2025-10-04,,20251004,,CUST046,PROD004,SUP004,RC007,LOC002,Pending,Low,100.0,15,,0,Customer Claim,Incoming,D014,Customer,Operations
CLM002554,2024-12-02,,20241202,,CUST009,PROD002,SUP011,RC012,LOC004,Canceled,Medium,8000.0,13,,0,Customer Claim,Final Inspection,D014,Operator,Supply Chain
CLM002555,2024-10-09,2024-10-27,20241009,20241027,CUST031,PROD006,SUP009,RC008,LOC001,Closed,Medium,1022.96,24,18,0,Customer Claim,Customer Site,D006,Inspection,Supply Chain
CLM002556,2024-01-28,2024-03-04,20240128,20240304,CUST040,PROD016,SUP018,RC007,LOC003,Closed,Medium,3236.39,26,36,1,Supplier Claim,Logistics,D016,Customer,Operations
CLM002557,2024-06-29,2024-07-04,20240629,20240704,CUST012,PROD025,SUP017,RC001,LOC003,Closed,Low,839.44,15,5,0,Internal Event,Process,D015,Inspection,Industrial
CLM002558,2024-03-17,2024-04-25,20240317,20240425,CUST001,PROD004,SUP005,RC003,LOC003,Closed,Medium,1000.0,16,39,1,Supplier Claim,Final Inspection,D002,Audit,Supply Chain
